AdultID,EggID,FMass,MMass,Genetic,Order,Rearing,Sex,Treatment,DayM,Mass,DayT,Tarsus,Head,Body
3664,17_26,16.07,14.71,17,26,11,M,low,40,13.14,NA,NA,NA,NA
3664,17_26,16.07,14.71,17,26,11,M,low,60,13.75,NA,NA,NA,NA
3664,17_26,16.07,14.71,17,26,11,M,low,90,13.96,NA,NA,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,0,0.9486,0,4.30,6.89,18.12
3665,17_28,16.07,14.71,17,28,16,F,per,2,1.44,2,4.89,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,5,3.6,5,7.16,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,10,8.33,10,15.29,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,16,11.46,30,16,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,30,13.23,60,16,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,40,13.37,NA,NA,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,60,13.2,NA,NA,NA,NA
3665,17_28,16.07,14.71,17,28,16,F,per,90,13.03,NA,NA,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,0,0.9395,0,3.56,6.72,19.68
3666,11_9,16.81,16.46,11,9,16,F,low,2,1.37,2,4.33,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,5,4.33,5,8.28,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,10,8.19,10,14.63,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,16,11.7,30,16.8,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,30,13.95,60,16.9,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,40,14.13,NA,NA,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,60,15.23,NA,NA,NA,NA
3666,11_9,16.81,16.46,11,9,16,F,low,90,17.25,NA,NA,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,0,0.7026,0,3.27,6.66,18.28
3667,11_8,16.81,16.46,11,8,16,M,per,2,1.54,2,4.64,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,5,3.53,5,6.61,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,10,8.07,10,14.36,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,16,12.08,30,17.2,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,30,14.25,60,16.9,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,40,14.55,NA,NA,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,60,15.58,NA,NA,NA,NA
3667,11_8,16.81,16.46,11,8,16,M,per,90,16.83,NA,NA,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,0,0.7544,0,3.80,6.71,17.33
3668,16_18,15.36,16.96,16,18,16,F,per,2,1.22,2,4.10,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,5,4.1,5,6.06,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,10,6.88,10,13.00,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,16,10.35,30,15.9,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,30,12.72,60,16,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,40,13.57,NA,NA,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,60,12.94,NA,NA,NA,NA
3668,16_18,15.36,16.96,16,18,16,F,per,90,12.52,NA,NA,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,0,0.9195,0,4.04,7.11,18.20
3669,11_10,16.81,16.46,11,10,16,F,cont,2,1.24,2,4.30,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,5,3.74,5,6.37,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,10,6.09,10,12.25,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,16,12.01,30,16.3,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,30,14.51,60,16.6,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,40,15.15,NA,NA,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,60,17.02,NA,NA,NA,NA
3669,11_10,16.81,16.46,11,10,16,F,cont,90,19.52,NA,NA,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,0,0.9262,0,3.62,7.88,18.14
3670,11_11,16.81,16.46,11,11,9,M,per,2,1.97,2,4.54,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,5,3.07,5,6.06,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,10,6.14,10,12.74,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,16,10.14,30,16.7,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,30,13.91,60,16.7,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,40,14.52,NA,NA,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,60,15.68,NA,NA,NA,NA
3670,11_11,16.81,16.46,11,11,9,M,per,90,15.89,NA,NA,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,0,0.9536,0,3.81,7.30,18.33
3671,9_13,16.71,13.71,9,13,9,M,low,2,1.66,2,4.57,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,5,3.28,5,6.92,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,10,6.15,10,13.26,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,16,9.54,30,15.8,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,30,11.78,60,16,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,40,11.76,NA,NA,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,60,12.31,NA,NA,NA,NA
3671,9_13,16.71,13.71,9,13,9,M,low,90,12.23,NA,NA,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,0,0.7671,0,4.02,6.63,17.10
3672,6_12,15.94,13.82,6,12,9,NA,per,2,1.31,2,4.71,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,5,2.17,5,6.05,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,10,5.13,10,10.60,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,16,9.44,30,NA,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,30,NA,60,NA,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,40,NA,NA,NA,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,60,NA,NA,NA,NA,NA
3672,6_12,15.94,13.82,6,12,9,NA,per,90,NA,NA,NA,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,0,0.8495,0,4.34,6.24,17.34
3673,6_13,15.94,13.82,6,13,9,M,low,2,1.74,2,4.98,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,5,2.28,5,5.66,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,10,3.99,10,10.51,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,16,5.7,30,15.2,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,30,13.09,60,15.2,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,40,13.29,NA,NA,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,60,13.43,NA,NA,NA,NA
3673,6_13,15.94,13.82,6,13,9,M,low,90,13.42,NA,NA,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,0,0.8453,0,3.31,7.39,16.28
3674,9_15,16.71,13.71,9,15,9,M,per,2,1.3,2,3.78,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,5,2.07,5,5.63,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,10,4.3,10,10.46,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,16,7.84,30,15.9,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,30,11.61,60,15.8,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,40,11.81,NA,NA,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,60,12.55,NA,NA,NA,NA
3674,9_15,16.71,13.71,9,15,9,M,per,90,11.7,NA,NA,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,0,0.7305,0,3.57,6.61,18.17
3676,6_14,15.94,13.82,6,14,6,F,cont,2,1.69,2,4.91,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,5,4.7,5,8.43,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,10,10.15,10,15.00,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,16,10.48,30,15.4,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,30,13.72,60,15.7,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,40,13.24,NA,NA,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,60,14.44,NA,NA,NA,NA
3676,6_14,15.94,13.82,6,14,6,F,cont,90,13.72,NA,NA,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,0,0.9145,0,3.86,6.85,18.03
3677,6_15,15.94,13.82,6,15,6,M,per,2,1.72,2,4.81,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,5,4.37,5,8.31,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,10,9.85,10,14.45,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,16,9.64,30,16,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,30,13.67,60,16.4,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,40,13.35,NA,NA,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,60,13.64,NA,NA,NA,NA
3677,6_15,15.94,13.82,6,15,6,M,per,90,13.05,NA,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,0,0.738,0,3.60,6.26,17.91
3678,9_16,16.71,13.71,9,16,6,NA,low,2,1.19,2,4.10,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,5,2.93,5,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,10,6.88,10,12.98,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,16,7.77,30,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,30,NA,60,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,40,NA,NA,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,60,NA,NA,NA,NA,NA
3678,9_16,16.71,13.71,9,16,6,NA,low,90,NA,NA,NA,NA,NA
